Year,ISSN,Abbreviation,Publisher,URL
"2005","1553-734X","PLoS Comput. Biol.","Public Library of Science (PLoS)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1553734X"
"2005","1348-9151","Pac. J. Optim.","Yokohama Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13489151"
"2005","1816-2711","Pak. J. Stat. Oper. Res.","University of Punjab, College of Statistical and Actuarial Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18162711"
"2005","1555-5534","Prog. Phys.","Progress in Physics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15555534"
"2005","1549-6724","Q. J. Pure Appl. Math.","International Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15496724"
"2005","1815-0659","SIGMA Symmetry Integrability Geom. Methods Appl.","National Academy of Sciences of Ukraine, Institute of Mathematics, Department of Applied Research","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18150659"
"2005","1556-6706","Sci. Magna","American Research Press (ARP)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15566706"
"2005","1555-578X","Surv. Approx. Theory","Surveys in Approximation Theory","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1555578X"
"2005","1557-2862","Theory Comput.","University of Chicago, Dep. Comput. Sci.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15572862"
"2004","0972-8600","AKCE Int. J. Graphs Comb.","Arulmigu Kalasalingam College of Engineering","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09728600"
"2004","1687-1839","Adv. Difference Equ.","Hindawi Publishing Corporation","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16871839"
"2004","1539-845X","Afr. Diaspora J. Math.","Nova Science Publishers, Inc.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1539845X"
"2004","","Afr. J. Math. Phys.","Groupement National de Physique des Hautes Energies. GNPHE","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"2004","0972-8643","Antarct. J. Math.","M. Nagajyothi","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09728643"
"2004","1611-8170","Appl. Numer. Anal. Comput. Math.","Wiley-VCH Verlag GmbH & Co. KGaA","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16118170"
"2004","1449-5910","Aust. J. Math. Anal. Appl.","Austral Internet Publishing, Editorial Office","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14495910"
"2004","0973-2721","Bull. Kerala Math. Assoc.","Kerala Mathematical Association","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09732721"
"2004","1546-2218","CMC Comput. Mater. Continua","Tech Science Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15462218"
"2004","1619-697X","Comput. Manag. Sci.","Springer-Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1619697X"
"2004","1545-8490","Decis. Anal.","INFORMS (Institute for Operations Research and the Management Sciences)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15458490"
"2004","1572-5286","Discrete Optim.","Elsevier B. V.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15725286"
"2004","1548-159X","Dyn. Partial Differ. Equ.","International Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1548159X"
"2004","1687-1820","Fixed Point Theory Appl.","Hindawi Publishing Corporation","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16871820"
"2004","1545-5963","IEEE/ACM Trans. Comput. Biol. Bioinform.","Institute of Electrical and Electronics Engineers, Inc. (IEEE)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15455963"
"2004","0973-0176","Int. J. Appl. Math. Sci.","G.B.S. Publishers & Distributors (India)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09730176"
"2004","0219-8762","Int. J. Comput. Methods","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02198762"
"2004","1634-0655","Int. J. Finite Vol.","Laboratoire Analyse, Geometrie & Applications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16340655"
"2004","0219-8878","Int. J. Geom. Methods Mod. Phys.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02198878"
"2004","1705-5105","Int. J. Numer. Anal. Model.","Institute for Scientific Computing and Information","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17055105"
"2004","1813-713X","Int. J. Oper. Res. (Taichung)","Operations Research Society of Taiwan (ORSTW)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1813713X"
"2004","0972-9828","Int. J. Pure Appl. Math. Sci.","G.B.S. Publishers & Distributors (India)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09729828"
"2004","1735-0654","Iran. J. Fuzzy Syst.","University of Sistan and Baluchistan","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17350654"
"2004","2231-5314","J. Calcutta Math. Soc.","Calcutta Mathematical Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=22315314"
"2004","1312-5192","J. Geom. Symmetry Phys.","Journal of Geometry and Symmetry in Physics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13125192"
"2004","0219-8916","J. Hyperbolic Differ. Equ.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02198916"
"2004","1742-6588","J. Phys. Conf. Ser.","Institute of Physics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17426588"
"2004","1742-5468","J. Stat. Mech. Theory Exp.","IOP Publishing","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17425468"
"2004","1673-1409","J. Yangtze Univ. Nat. Sci.","Journal of Yangtze University, Natural Science Edition, Editorial Board","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16731409"
"2004","1547-1063","Math. Biosci. Eng.","American Institute of Mathematical Sciences (AIMS)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15471063"
"2004","","Nonlinear Anal. Phenom.","Kalayaan College, Riverbanks Center","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"2004","1660-8933","Oberwolfach Rep.","European Mathematical Society (EMS)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16608933"
"2004","1549-5787","Probab. Surv.","Institute of Mathematical Statistics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15495787"
"2004","1684-3703","Qual. Technol. Quant. Manag.","National Chiao Tung University Publication Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16843703"
"2004","1813-3304","Sib. Elektron. Mat. Izv.","Rossiiskaya Akademiya Nauk Sibirskoe Otdelenie, Institut Matematiki im. S. L. Soboleva","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18133304"
"2004","1740-9705","Significance","Blackwell Publishing","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17409705"
"2004","1572-3127","Stat. Methodol.","Elsevier B. V.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15723127"
"2004","1810-3200","Ukr. Mat. Visn.","Natsionalnoi Akademii Nauk Ukraini, Institut Prikladnoi Matematiki i Mekhaniki","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18103200"
"2004","1025-3106","Vestn. St.-Peterbg. Univ. Ser. 1. Mat. Mekh. Astron.","Izdatelstvo Sankt-Peterburgskogo Universiteta","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10253106"
"2003","1619-4500","4OR","Springer-Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16194500"
"2003","1687-1200","AMRX Appl. Math. Res. Express","Hindawi Publishing Corporation","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16871200"
"2003","0219-5305","Anal. Appl. (Singap.)","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02195305"
"2003","1584-4536","Ann. Tiberiu Popoviciu Semin. Funct. Equ. Approx. Convexity","Mediamira Science Publisher","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15844536"
"2003","1732-1360","Ann. Univ. Mariae Curie-Sklodowska Sect. AI Inform.","Uniwersytet Marii Curie-Sklodowskiej, Editorial Office","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17321360"
"2003","1542-6149","Arch. Inequal. Appl.","Dynamic Publishers, Inc.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15426149"
"2003","1448-5052","Australas. J. Log.","University of Melbourne, Philosophy Department","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14485052"
"2003","1895-1074","Cent. Eur. J. Math.","Central European Science Journals","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18951074"
"2003","1539-6746","Commun. Math. Sci.","International Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15396746"
"2003","1542-3891","Electron. J. Bound. Elem.","Scholarly Communication Center (SCC)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15423891"
"2003","0973-1377","Int. J. Appl. Math. Stat.","Centre for Environment, Social & Economic Research (CESER Publications)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09731377"
"2003","0973-1385","Int. J. Ecol. Econ. Stat.","Centre for Environment, Social & Economic Research (CESER Publications)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09731385"
"2003","0219-7499","Int. J. Quantum Inf.","World Scientific Publishing Co.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02197499"
"2003","0219-6913","Int. J. Wavelets Multiresolut. Inf. Process.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02196913"
"2003","1542-7951","Internet Math.","A K Peters, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15427951"
"2003","0972-5954","J. Anal. Appl.","SAS International Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09725954"
"2003","0972-5946","J. Appl. Algebra Discrete Struct.","SAS International Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09725946"
"2003","1570-8683","J. Appl. Log.","Elsevier B. V.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15708683"
"2003","1548-5390","J. Concr. Appl. Math.","Nova Science Publishers, Inc.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15485390"
"2003","1672-6340","J. Control Theory Appl.","Control Theory and Applications, Editorial Committee","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16726340"
"2003","1475-7516","J. Cosmol. Astropart. Phys.","Institute of Physics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14757516"
"2003","1680-743X","J. Data Sci.","Academia Sinica, Institute of Statistical Science","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1680743X"
"2003","0972-6802","J. Funct. Spaces Appl.","Scientific Horizon","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09726802"
"2003","1726-3328","JPSS J. Probab. Stat. Sci.","Susan Rivers' Cultural Institute","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17263328"
"2003","1409-9721","Math. Maced.","St. Cyril and Methodius University","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14099721"
"2003","1540-3459","Multiscale Model. Simul.","Society for Industrial and Applied Mathematics (SIAM)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15403459"
"2003","1645-6726","REVSTAT","Institute Nacional de Estatistica (INE)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16456726"
"2003","1570-7075","Res. Lang. Comput.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15707075"
"2003","","Sovrem. Mat. Fundam. Napravl.","Moskovskii Aviatsionnyi Institut (Gosudarstvennyi Tekhnicheskii Universitet)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"2003","1512-1712","Sovrem. Mat. Prilozh.","Akademiya Nauk Gruzii, Institut Kibernetiki","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15121712"
"2003","1686-0209","Thai J. Math.","Mathematical Association of Thailand","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16860209"
"2003","1685-9057","Thail. Stat.","Thai Statistical Association","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16859057"
"2002","1638-5713","ARIMA Rev. Afr. Rech. Inform. Math. Appl.","Institut National de Recherche en Informatique et en Automatique (INRIA)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16385713"
"2002","1726-3255","Algebra Discrete Math.","Lugansk Taras Shevchenko National University","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17263255"
"2002","1726-3255","Algebra Discrete Math.","Lugansk Taras Shevchenko State Pedagogical University","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17263255"
"2002","1683-3511","Appl. Comput. Math.","Azerbaijan State Economic University","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16833511"
"2002","1534-0392","Commun. Pure Appl. Anal.","American Institute of Mathematical Sciences (AIMS)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15340392"
"2002","1538-263X","Electron. J. Math. Phys. Sci. (EJMAPS)","Electronic Journal of Mathematical and Physical Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1538263X"
"2002","1538-3318","Electron. J. Math. Phys. Sci. Conf. Semin. Ed.","Electronic Journal of Mathematical and Physical Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15383318"
"2002","1534-5955","Front. Theor. Econ.","Berkeley Electronic Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15345955"
"2002","1568-4539","Fuzzy Optim. Decis. Mak.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15684539"
"2002","","Int. J. Commut. Rings","Nova Science Publishers, Inc.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"2002","1311-6789","Int. J. Comput. Numer. Anal. Appl.","Academic Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13116789"
"2002","0972-754X","Int. J. Math. Sci.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=0972754X"
"2002","1311-8080","Int. J. Pure Appl. Math.","Academic Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13118080"
"2002","1311-6797","Int. Math. J.","International Scientific Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13116797"
"2002","2226-3594","Izv. Inst. Mat. Inform.","Udmurtskii Gosudarstvennyi Universitet","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=22263594"
"2002","0219-4988","J. Algebra Appl.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02194988"
"2002","2299-9965","J. Appl. Math. Comput. Mech.","Wydawnictwo Politechniki Czestochowskiej","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=22999965"
"2002","1671-8224","J. Chongqing Univ. (Engl. Ed.)","Journal of Chongqing University. English Edition","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16718224"
"2002","1726-037X","J. Dyn. Syst. Geom. Theor.","Universite de Nice Sophia-Antipolis","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1726037X"
"2002","1474-7480","J. Inst. Math. Jussieu","Cambridge University Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14747480"
"2002","1726-4057","J. Iran. Stat. Soc. (JIRSS)","Iranian Statistical Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17264057"
"2002","1570-1166","J. Math. Model. Algorithms","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15701166"
"2002","0972-6306","J. Rajasthan Acad. Phys. Sci.","Rajasthan Academy of Physical Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09726306"
"2002","1844-9581","J. Sci. Arts","Valahia University, Faculty of Sciences and Arts","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18449581"
"2002","1538-7887","J. Stat. Theory Appl.","Gowas Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15387887"
"2002","1671-9476","J. Zhoukou Norm. Univ.","Journal of Zhoukou Normal University, Editorial Department","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16719476"
"2002","1567-7818","Nat. Comput.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15677818"
"2002","1617-7061","PAMM. Proc. Appl. Math. Mech.","WILEY-VCH Verlag Berlin GmbH","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16177061"
"2002","1570-0755","Quantum Inf. Process.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15700755"
"2002","1536-0040","SIAM J. Appl. Dyn. Syst.","Society for Industrial and Applied Mathematics (SIAM)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15360040"
"2002","1530-6429","Sampl. Theory Signal Image Process.","Sampling Publishing","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15306429"
"2002","0972-7752","South East Asian J. Math. Math. Sci.","Ramanujan Society of Mathematics and Mathematical Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09727752"
"2002","1544-6115","Stat. Appl. Genet. Mol. Biol.","Berkeley Electronic Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15446115"
"2002","1109-2734","WSEAS Trans. Circuits Syst.","WSEAS. World Scientific & Engineering Academy & Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=11092734"
"2002","1109-2769","WSEAS Trans. Math.","WSEAS. World Scientific & Engineering Academy & Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=11092769"
"2002","1109-2777","WSEAS Trans. Syst.","WSEAS. World Scientific & Engineering Academy & Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=11092777"
"2001","1582-5329","Acta Univ. Apulensis Math. Inform.","``1 Decembrie 1918'' University of Alba Iulia, Department of Mathematics and Informatics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15825329"
"2001","0972-3617","Adv. Appl. Stat.","Pushpa Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09723617"
"2001","0219-5259","Adv. Complex Syst.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02195259"
"2001","1615-715X","Adv. Geom.","De Gruyter","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1615715X"
"2001","1536-1365","Adv. Nonlinear Stud.","De Gruyter","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15361365"
"2001","1534-5963","Adv. Theor. Econ.","Berkeley Electronic Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15345963"
"2001","1472-2747","Algebr. Geom. Topol.","Geometry & Topology Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14722747"
"2001","","Algebra Geom. Appl. Semin. Proc.","Yerevan State University Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"2001","1607-2510","Appl. Math. E-Notes","Applied Mathematics E-Notes","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16072510"
"2001","1935-1704","B. E. J. Theor. Econ.","Berkeley Electronic Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19351704"
"2001","1784-5742","Belg. Actuar. Bull.","Belgian Society of Actuaries","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17845742"
"2001","2226-8383","Chebyshevskii Sb.","Tulskii Gosudarstvennyi Pedagogicheskii Universitet","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=22268383"
"2001","1526-7555","Commun. Inf. Syst.","International Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15267555"
"2001","1609-4840","Comput. Methods Appl. Math.","National Academy of Sciences of Belarus, Institute of Mathematics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16094840"
"2001","1617-9447","Comput. Methods Funct. Theory","Heldermann Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16179447"
"2001","1432-9360","Comput. Vis. Sci.","Springer-Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14329360"
"2001","1534-5971","Contrib. Theor. Econ.","Berkeley Electronic Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15345971"
"2001","","Cuad. Mat. Mec.","Centro Internacional de Metodos Numericos en Ingenieria (CIMEC) ","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"2001","1311-9702","Cybern. Inf. Technol.","Bulgarian Academy of Sciences, Institute of Information Technologies","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13119702"
"2001","1531-3492","Discrete Contin. Dyn. Syst. Ser. B","Southwest Missouri State University","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15313492"
"2001","1110-8657","EURASIP J. Appl. Signal Process.","Hindawi Publishing Corporation","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=11108657"
"2001","0219-4775","Fluct. Noise Lett.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02194775"
"2001","1534-1178","Forum Geom.","Florida Atlantic University, Department of Mathematical Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15341178"
"2001","1615-3375","Found. Comput. Math.","Springer-Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16153375"
"2001","1643-8949","ITEM. Inf. Technol. Econ. Manag.","Information Technology for Economics and Management","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16438949"
"2001","0219-4678","Int. J. Image Graph.","World Scientific Publishing Co.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02194678"
"2001","0219-4554","Int. J. Struct. Stab. Dyn.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02194554"
"2001","1110-757X","J. Appl. Math.","Hindawi","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1110757X"
"2001","1472-7978","J. Comput. Methods Sci. Eng.","IOS Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14727978"
"2001","1424-3199","J. Evol. Equ.","Birkhauser Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14243199"
"2001","0974-9373","J. Int. Acad. Phys. Sci.","International Academy of Physical Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09749373"
"2001","1532-4435","J. Mach. Learn. Res.","MIT Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15324435"
"2001","0219-0613","J. Math. Log.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02190613"
"2001","1527-5256","J. Symplectic Geom.","International Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15275256"
"2001","0972-5555","JP J. Algebra Number Theory Appl.","Pushpa Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09725555"
"2001","0972-415X","JP J. Geom. Topol.","Pushpa Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=0972415X"
"2001","1647-659X","Kairos","Sciendo","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1647659X"
"2001","1682-0525","Mat. Zh.","Respubliki Kazakhstan, Ministerstvo Obrazovaniya i Nauki, Institut Matematiki","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16820525"
"2001","1609-3321","Mosc. Math. J.","Independent University of Moscow","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16093321"
"2001","1566-113X","Netw. Spat. Econ.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1566113X"
"2001","1562-8353","Nonlinear Dyn. Syst. Theory","Academic Periodical Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15628353"
"2001","1536-0059","Nonlinear Oscil. (N. Y.)","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15360059"
"2001","1468-4349","Prog. Comput. Fluid Dyn.","Inderscience Enterprises Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14684349"
"2001","1469-7688","Quant. Finance","Institute of Physics Publishing","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14697688"
"2001","1533-7146","Quantum Inf. Comput.","Rinton Press, Incorporated","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15337146"
"2001","1519-955X","Rev. Bras. Hist. Mat.","Sociedade Brasileira de Historia da Matematica","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1519955X"
"2001","1696-8247","SCM Not.","Societat Catalana de Matematiques","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16968247"
"2001","1009-2757","Sci. China Ser. F","Science in China Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=10092757"
"2001","1471-082X","Stat. Model.","Arnold","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1471082X"
"2001","0219-4937","Stoch. Dyn.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02194937"
"2001","1471-0684","Theory Pract. Log. Program.","Cambridge University Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14710684"
"2001","1555-0478","Top. Theor. Econ.","Berkeley Electronic Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15550478"
"2001","0972-7329","Varahmihir J. Math. Sci.","Sandipani Academy","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09727329"
"2000","1529-3785","ACM Trans. Comput. Log.","Association for Computing Machinery (ACM)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15293785"
"2000","1424-0637","Ann. Henri Poincare","Birkhauser Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14240637"
"2000","1576-9402","Appl. Gen. Topol.","Universidad Politecnica de Valencia","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15769402"
"2000","1468-4357","Biostatistics","Oxford University Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14684357"
"2000","1526-1492","CMES Comput. Model. Eng. Sci.","Tech Science Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15261492"
"2000","1465-6485","Ger. Econ. Rev.","Blackwell Publishing","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=14656485"
"2000","1311-2872","Int. J. Differ. Equ. Appl.","Academic Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13112872"
"2000","1565-1339","Int. J. Nonlinear Sci. Numer. Simul.","Freund Publishing House Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15651339"
"2000","1680-144X","Int. J. Sci. Technol. Univ. Kashan","University of Kashan Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1680144X"
"2000","1553-1732","Integers","Integers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15531732"
"2000","1816-9791","Izv. Sarat. Univ. (N.S.) Ser. Mat. Mekh. Inform.","Saratovskii Natsionalnyi Issledovatelskii Gosudarstvennyi Universitet imeni N. G. Chernyshevskogo","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18169791"
